sex age period CancerCM POP
1 32 13 332 1876864
1 32 14 323 1925884
1 32 15 341 1975778
1 32 16 342 2028368
1 32 17 329 2073821
1 32 18 308 2100766
1 32 19 309 2172932
1 32 20 389 2179286
1 32 21 320 2192936
1 32 22 347 2251705
1 32 23 338 2255989
1 32 24 322 2267568
1 32 25 315 2242417
1 32 26 330 2221348
1 32 27 282 2160404
1 32 28 251 2061221
1 32 29 218 2029406
1 32 30 242 2020462
1 32 31 223 2074736
1 32 32 241 2202688
1 32 33 231 2139257
1 32 34 222 2050626
1 32 35 217 1965968
1 32 36 228 1935647
1 33 1 271 1128265
1 33 2 236 1145490
1 33 3 246 1167651
1 33 4 247 1238332
1 33 5 254 1318337
1 33 6 262 1501253
1 33 7 279 1420466
1 33 8 283 1407063
1 33 9 261 1390658
1 33 10 328 1905234
1 33 11 302 1773696
1 33 12 313 1784315
1 33 13 338 1789378
1 33 14 357 1853687
1 33 15 364 1902881
1 33 16 373 1953685
1 33 17 367 2004956
1 33 18 350 2051021
1 33 19 360 2078537
1 33 20 393 2161517
1 33 21 351 2184507
1 33 22 389 2197475
1 33 23 368 2250636
1 33 24 391 2249161
1 33 25 302 2258100
1 33 26 329 2229204
1 33 27 331 2205986
1 33 28 303 2142424
1 33 29 274 2043243
1 33 30 265 2013657
1 33 31 254 2032138
1 33 32 259 2086065
1 33 33 256 2213639
1 33 34 248 2161220
1 33 35 221 2059276
1 33 36 216 1975839
1 34 1 287 1120468
1 34 2 298 1158172
1 34 3 242 1176301
1 34 4 233 1199576
1 34 5 298 1273737
1 34 6 263 1356780
1 34 7 322 1546988
1 34 8 298 1466213
1 34 9 244 1452454
1 34 10 265 1430137
1 34 11 381 1970415
1 34 12 332 1836266
1 34 13 361 1848142
1 34 14 368 1855953
1 34 15 347 1923177
1 34 16 389 1976462
1 34 17 358 2030331
1 34 18 348 2085686
1 34 19 402 2135533
1 34 20 403 2161814
1 34 21 416 2264689
1 34 22 411 2283102
1 34 23 422 2286487
1 34 24 372 2331431
1 34 25 419 2321836
1 34 26 373 2322963
1 34 27 375 2286555
1 34 28 352 2255676
1 34 29 332 2186103
1 34 30 259 2084083
1 34 31 282 2024197
1 34 32 257 2042359
1 34 33 285 2096253
1 34 34 255 2215850
1 34 35 292 2167887
1 34 36 236 2068562
1 35 1 285 1105625
1 35 2 265 1117237
1 35 3 336 1153346
1 35 4 313 1169977
1 35 5 291 1192641
1 35 6 297 1264785
1 35 7 299 1345672
1 35 8 375 1534971
1 35 9 312 1453251
1 35 10 320 1430371
1 35 11 278 1409659
1 35 12 395 1936804
1 35 13 397 1808220
1 35 14 386 1820993
1 35 15 397 1830410
1 35 16 425 1898872
1 35 17 397 1950739
1 35 18 420 2004832
1 35 19 435 2060975
1 35 20 441 2128501
1 35 21 477 2158845
1 35 22 456 2268387
1 35 23 440 2291901
1 35 24 460 2299771
1 35 25 430 2352930
1 35 26 431 2350177
1 35 27 424 2361320
1 35 28 396 2333529
1 35 29 410 2311702
1 35 30 361 2227244
1 35 31 336 2094162
1 35 32 315 2034114
1 35 33 303 2052102
1 35 34 321 2086938
1 35 35 294 2221709
1 35 36 296 2176251
1 36 1 350 1092536
1 36 2 334 1099674
1 36 3 353 1108845
1 36 4 308 1142265
1 36 5 354 1157233
1 36 6 307 1177075
1 36 7 354 1245611
1 36 8 345 1324431
1 36 9 360 1507329
1 36 10 350 1417849
1 36 11 314 1406758
1 36 12 379 1385894
1 36 13 441 1899472
1 36 14 449 1774095
1 36 15 476 1785217
1 36 16 437 1793950
1 36 17 459 1859073
1 36 18 455 1908866
1 36 19 459 1961026
1 36 20 474 2017027
1 36 21 502 2088073
1 36 22 484 2116791
1 36 23 519 2219149
1 36 24 460 2237231
1 36 25 466 2241813
1 36 26 494 2289188
1 36 27 456 2284259
1 36 28 442 2292417
1 36 29 386 2262286
1 36 30 419 2254933
1 36 31 368 2236229
1 36 32 356 2102979
1 36 33 344 2042920
1 36 34 294 2045868
1 36 35 303 2092867
1 36 36 339 2228667
1 37 1 390 1070786
1 37 2 371 1091031
1 37 3 366 1098268
1 37 4 367 1107510
1 37 5 321 1141938
1 37 6 339 1156831
1 37 7 354 1176678
1 37 8 336 1247084
1 37 9 388 1326200
1 37 10 461 1501175
1 37 11 401 1422143
1 37 12 385 1411222
1 37 13 428 1392382
1 37 14 486 1906794
1 37 15 537 1785162
1 37 16 495 1797893
1 37 17 500 1808534
1 37 18 499 1874962
1 37 19 551 1927451
1 37 20 529 1979312
1 37 21 551 2044556
1 37 22 532 2113740
1 37 23 560 2136867
1 37 24 560 2233596
1 37 25 554 2247118
1 37 26 548 2246659
1 37 27 519 2290267
1 37 28 499 2280708
1 37 29 479 2283851
1 37 30 442 2246829
1 37 31 436 2262112
1 37 32 393 2243495
1 37 33 395 2110657
1 37 34 335 2045951
1 37 35 331 2050682
1 37 36 343 2099307
1 38 1 396 1085605
1 38 2 403 1067160
1 38 3 445 1085319
1 38 4 401 1090421
1 38 5 357 1098271
1 38 6 427 1129991
1 38 7 408 1142294
1 38 8 431 1160936
1 38 9 427 1228092
1 38 10 432 1293432
1 38 11 491 1461956
1 38 12 544 1378821
1 38 13 452 1363232
1 38 14 496 1341576
1 38 15 594 1828149
1 38 16 556 1705262
1 38 17 523 1710554
1 38 18 568 1714183
1 38 19 565 1773258
1 38 20 578 1830843
1 38 21 623 1881286
1 38 22 590 1954387
1 38 23 632 2028753
1 38 24 582 2059788
1 38 25 603 2163398
1 38 26 592 2186545
1 38 27 582 2198250
1 38 28 562 2252275
1 38 29 570 2253560
1 38 30 565 2270448
1 38 31 536 2252414
1 38 32 518 2267337
1 38 33 467 2249240
1 38 34 437 2106960
1 38 35 436 2049623
1 38 36 378 2055721
1 39 1 482 1099596
1 39 2 514 1094811
1 39 3 471 1080055
1 39 4 473 1102278
1 39 5 461 1112141
1 39 6 423 1123915
1 39 7 483 1160299
1 39 8 464 1178421
1 39 9 460 1202085
1 39 10 479 1274861
1 39 11 515 1360954
1 39 12 575 1545834
1 39 13 544 1469385
1 39 14 552 1463703
1 39 15 535 1448609
1 39 16 686 1988765
1 39 17 648 1871308
1 39 18 617 1889748
1 39 19 611 1909501
1 39 20 630 1953185
1 39 21 641 2036473
1 39 22 719 2072119
1 39 23 696 2128230
1 39 24 710 2184313
1 39 25 699 2194294
1 39 26 710 2279174
1 39 27 658 2279529
1 39 28 668 2267860
1 39 29 629 2296996
1 39 30 625 2275033
1 39 31 663 2275023
1 39 32 592 2256685
1 39 33 575 2271629
1 39 34 528 2251951
1 39 35 478 2110056
1 39 36 471 2054130
1 40 1 559 1132411
1 40 2 583 1107944
1 40 3 528 1105312
1 40 4 500 1092267
1 40 5 531 1117514
1 40 6 528 1129362
1 40 7 505 1143244
1 40 8 516 1183724
1 40 9 502 1204620
1 40 10 567 1219779
1 40 11 575 1273686
1 40 12 581 1354748
1 40 13 624 1532862
1 40 14 630 1452591
1 40 15 610 1443074
1 40 16 600 1428424
1 40 17 709 1944996
1 40 18 796 1824638
1 40 19 699 1837266
1 40 20 708 1879921
1 40 21 727 1898471
1 40 22 747 1992913
1 40 23 791 2040134
1 40 24 762 2107334
1 40 25 794 2177582
1 40 26 798 2202140
1 40 27 798 2303349
1 40 28 757 2321393
1 40 29 711 2326357
1 40 30 714 2342943
1 40 31 729 2278929
1 40 32 718 2278743
1 40 33 681 2260358
1 40 34 627 2276154
1 40 35 608 2254055
1 40 36 523 2113986
1 41 1 669 1185216
1 41 2 676 1128037
1 41 3 595 1099258
1 41 4 547 1092257
1 41 5 573 1075632
1 41 6 582 1096034
1 41 7 595 1103131
1 41 8 641 1113495
1 41 9 576 1148742
1 41 10 595 1162220
1 41 11 671 1175594
1 41 12 658 1229115
1 41 13 659 1309599
1 41 14 754 1484029
1 41 15 722 1409426
1 41 16 661 1402891
1 41 17 706 1390547
1 41 18 881 1896171
1 41 19 886 1783341
1 41 20 793 1789684
1 41 21 805 1830798
1 41 22 817 1845002
1 41 23 922 1930535
1 41 24 826 1970125
1 41 25 918 2029122
1 41 26 856 2091035
1 41 27 873 2108927
1 41 28 903 2200774
1 41 29 906 2211175
1 41 30 843 2241533
1 41 31 800 2345139
1 41 32 802 2280821
1 41 33 771 2280890
1 41 34 721 2263175
1 41 35 739 2276488
1 41 36 696 2256443
1 42 1 759 1153960
1 42 2 756 1184801
1 42 3 785 1127678
1 42 4 681 1098833
1 42 5 715 1092573
1 42 6 700 1075874
1 42 7 660 1096365
1 42 8 664 1104651
1 42 9 659 1115452
1 42 10 724 1150723
1 42 11 705 1168453
1 42 12 709 1181155
1 42 13 706 1235027
1 42 14 800 1315985
1 42 15 899 1491011
1 42 16 826 1416884
1 42 17 770 1410129
1 42 18 842 1399319
1 42 19 975 1905080
1 42 20 984 1784825
1 42 21 916 1790544
1 42 22 894 1836535
1 42 23 917 1853699
1 42 24 1065 1942061
1 42 25 995 1985840
1 42 26 968 2048671
1 42 27 981 2116043
1 42 28 989 2139061
1 42 29 964 2235880
1 42 30 949 2247647
1 42 31 953 2242085
1 42 32 962 2345345
1 42 33 960 2281171
1 42 34 903 2271949
1 42 35 902 2262041
1 42 36 843 2276744
1 43 1 954 1165284
1 43 2 838 1147365
1 43 3 848 1177194
1 43 4 858 1119047
1 43 5 807 1089860
1 43 6 805 1082569
1 43 7 834 1064894
1 43 8 771 1085242
1 43 9 817 1092687
1 43 10 771 1104484
1 43 11 776 1155887
1 43 12 768 1170723
1 43 13 824 1181026
1 43 14 833 1232628
1 43 15 914 1311041
1 43 16 995 1481358
1 43 17 871 1404873
1 43 18 877 1396629
1 43 19 867 1385272
1 43 20 1090 1894278
1 43 21 1094 1763710
1 43 22 1077 1770826
1 43 23 1090 1816705
1 43 24 1060 1832970
1 43 25 1155 1920445
1 43 26 1113 1964227
1 43 27 1134 2027293
1 43 28 1183 2095228
1 43 29 1147 2118325
1 43 30 1163 2196331
1 43 31 1188 2247197
1 43 32 1094 2241421
1 43 33 1075 2344636
1 43 34 1098 2288029
1 43 35 1013 2270026
1 43 36 972 2261123
1 44 1 1007 1158852
1 44 2 1056 1161746
1 44 3 984 1145684
1 44 4 1050 1177409
1 44 5 926 1121388
1 44 6 884 1093594
1 44 7 900 1087887
1 44 8 876 1072835
1 44 9 928 1095405
1 44 10 909 1101925
1 44 11 903 1116413
1 44 12 939 1171741
1 44 13 927 1190854
1 44 14 950 1204999
1 44 15 994 1261877
1 44 16 1039 1346239
1 44 17 1109 1526128
1 44 18 1041 1453031
1 44 19 966 1448244
1 44 20 976 1430533
1 44 21 1307 1975498
1 44 22 1298 1831960
1 44 23 1215 1830440
1 44 24 1189 1868112
1 44 25 1154 1876417
1 44 26 1259 1956940
1 44 27 1214 1992900
1 44 28 1278 2048335
1 44 29 1288 2106941
1 44 30 1289 2145103
1 44 31 1304 2195184
1 44 32 1328 2245790
1 44 33 1281 2240056
1 44 34 1167 2339452
1 44 35 1234 2285286
1 44 36 1118 2268257
1 45 1 1148 1164862
1 45 2 1216 1149996
1 45 3 1247 1151659
1 45 4 1201 1134446
1 45 5 1088 1165327
1 45 6 1179 1108311
1 45 7 975 1079531
1 45 8 1045 1073660
1 45 9 1010 1057929
1 45 10 1016 1078175
1 45 11 1012 1081053
1 45 12 1025 1095012
1 45 13 1014 1149108
1 45 14 975 1167637
1 45 15 1088 1182071
1 45 16 1091 1238085
1 45 17 1140 1320935
1 45 18 1254 1496128
1 45 19 1205 1424673
1 45 20 1108 1431264
1 45 21 1188 1399463
1 45 22 1465 1941895
1 45 23 1430 1812499
1 45 24 1342 1820647
1 45 25 1323 1869163
1 45 26 1363 1888349
1 45 27 1416 1981054
1 45 28 1507 2030794
1 45 29 1425 2099854
1 45 30 1487 2138973
1 45 31 1485 2143216
1 45 32 1480 2193026
1 45 33 1531 2243722
1 45 34 1408 2232079
1 45 35 1368 2335736
1 45 36 1286 2282517
1 46 1 1428 1183946
1 46 2 1383 1156878
1 46 3 1329 1142293
1 46 4 1397 1144326
1 46 5 1262 1128140
1 46 6 1295 1159010
1 46 7 1176 1102380
1 46 8 1167 1075138
1 46 9 1252 1069720
1 46 10 1080 1059328
1 46 11 1143 1095174
1 46 12 1173 1092311
1 46 13 1193 1101197
1 46 14 1177 1150314
1 46 15 1189 1163484
1 46 16 1242 1171855
1 46 17 1260 1221409
1 46 18 1311 1297744
1 46 19 1473 1462878
1 46 20 1414 1384779
1 46 21 1279 1387961
1 46 22 1365 1357181
1 46 23 1614 1883092
1 46 24 1565 1755917
1 46 25 1585 1762951
1 46 26 1553 1808249
1 46 27 1561 1826672
1 46 28 1644 1916364
1 46 29 1682 1963127
1 46 30 1663 2050861
1 46 31 1638 2135827
1 46 32 1717 2139877
1 46 33 1740 2189594
1 46 34 1689 2233653
1 46 35 1618 2227517
1 46 36 1517 2331805
1 47 1 1478 1169314
1 47 2 1534 1178902
1 47 3 1514 1152399
1 47 4 1556 1138635
1 47 5 1599 1142109
1 47 6 1469 1126282
1 47 7 1450 1157794
1 47 8 1504 1103004
1 47 9 1351 1076575
1 47 10 1364 1071786
1 47 11 1384 1071720
1 47 12 1388 1106646
1 47 13 1363 1103605
1 47 14 1316 1112044
1 47 15 1361 1161170
1 47 16 1338 1173720
1 47 17 1367 1181182
1 47 18 1422 1230323
1 47 19 1560 1306371
1 47 20 1609 1470961
1 47 21 1510 1396800
1 47 22 1523 1400678
1 47 23 1548 1370898
1 47 24 1927 1898823
1 47 25 1740 1772473
1 47 26 1774 1779047
1 47 27 1698 1825784
1 47 28 1695 1844953
1 47 29 1781 1934967
1 47 30 1788 1981343
1 47 31 1927 2046895
1 47 32 1851 2131525
1 47 33 1963 2135637
1 47 34 1873 2200221
1 47 35 1787 2228232
1 47 36 1803 2222588
1 48 1 1729 1158749
1 48 2 1728 1160148
1 48 3 1815 1166833
1 48 4 1778 1137849
1 48 5 1739 1122162
1 48 6 1689 1122750
1 48 7 1781 1104687
1 48 8 1684 1134845
1 48 9 1591 1078546
1 48 10 1639 1043934
1 48 11 1566 1013276
1 48 12 1568 1013076
1 48 13 1508 1045653
1 48 14 1459 1042828
1 48 15 1499 1050940
1 48 16 1522 1096868
1 48 17 1502 1108328
1 48 18 1552 1115442
1 48 19 1602 1162391
1 48 20 1657 1220028
1 48 21 1852 1405765
1 48 22 1741 1340352
1 48 23 1724 1349482
1 48 24 1726 1325429
1 48 25 2069 1844611
1 48 26 1946 1727422
1 48 27 1980 1741130
1 48 28 1940 1794781
1 48 29 1994 1820806
1 48 30 2042 1934846
1 48 31 2079 1976384
1 48 32 2064 2041578
1 48 33 2176 2126077
1 48 34 2045 2111295
1 48 35 2071 2193759
1 48 36 2075 2222076
1 49 1 1936 1185351
1 49 2 1925 1163256
1 49 3 2026 1168489
1 49 4 2098 1179327
1 49 5 2050 1154422
1 49 6 2035 1141942
1 49 7 2023 1146494
1 49 8 1949 1132835
1 49 9 1927 1167994
1 49 10 1882 1117992
1 49 11 1802 1086767
1 49 12 1726 1061281
1 49 13 1738 1067684
1 49 14 1796 1109661
1 49 15 1738 1114456
1 49 16 1708 1129078
1 49 17 1750 1186268
1 49 18 1754 1207306
1 49 19 1748 1222046
1 49 20 1808 1274710
1 49 21 1917 1338083
1 49 22 2100 1528757
1 49 23 1935 1447258
1 49 24 1815 1445059
1 49 25 1892 1408805
1 49 26 2352 1942403
1 49 27 2189 1806004
1 49 28 2242 1807095
1 49 29 2283 1847719
1 49 30 2280 1849846
1 49 31 2262 1929494
1 49 32 2326 1970697
1 49 33 2334 2035849
1 49 34 2399 2126728
1 49 35 2419 2104542
1 49 36 2405 2187398
1 50 1 2171 1148649
1 50 2 2196 1172460
1 50 3 2233 1145262
1 50 4 2197 1145685
1 50 5 2237 1151923
1 50 6 2234 1122078
1 50 7 2303 1105292
1 50 8 2253 1105763
1 50 9 2169 1088029
1 50 10 2123 1130320
1 50 11 2114 1107702
1 50 12 2034 1074090
1 50 13 1940 1046357
1 50 14 1923 1050865
1 50 15 1929 1088450
1 50 16 2004 1089934
1 50 17 1942 1102020
1 50 18 1985 1155235
1 50 19 1992 1171981
1 50 20 1979 1189975
1 50 21 2051 1242118
1 50 22 2075 1312063
1 50 23 2302 1508093
1 50 24 2232 1435701
1 50 25 2050 1442892
1 50 26 2054 1415381
1 50 27 2602 1960732
1 50 28 2525 1835184
1 50 29 2425 1847555
1 50 30 2554 1865464
1 50 31 2456 1844198
1 50 32 2551 1923561
1 50 33 2593 1964760
1 50 34 2687 2022870
1 50 35 2688 2119655
1 50 36 2608 2097596
1 51 1 2450 1169835
1 51 2 2414 1149446
1 51 3 2395 1177183
1 51 4 2544 1153747
1 51 5 2593 1158542
1 51 6 2531 1168579
1 51 7 2509 1142330
1 51 8 2607 1129752
1 51 9 2504 1134864
1 51 10 2539 1106597
1 51 11 2341 1102024
1 51 12 2228 1077944
1 51 13 2206 1043548
1 51 14 2191 1014988
1 51 15 2159 1018253
1 51 16 2120 1052275
1 51 17 2195 1051897
1 51 18 2195 1062499
1 51 19 2176 1112010
1 51 20 2305 1126019
1 51 21 2153 1144438
1 51 22 2264 1194847
1 51 23 2468 1262251
1 51 24 2645 1450174
1 51 25 2441 1379972
1 51 26 2374 1386076
1 51 27 2371 1359691
1 51 28 2976 1884736
1 51 29 2734 1762492
1 51 30 2688 1790879
1 51 31 2828 1858686
1 51 32 2908 1837092
1 51 33 2875 1916433
1 51 34 2949 1952967
1 51 35 2901 2015018
1 51 36 2962 2111731
1 52 1 2530 1097877
1 52 2 2708 1161083
1 52 3 2725 1139983
1 52 4 2906 1167346
1 52 5 2745 1143879
1 52 6 2887 1147631
1 52 7 2874 1157446
1 52 8 2868 1131416
1 52 9 2795 1118888
1 52 10 2734 1128210
1 52 11 2624 1101086
1 52 12 2711 1095978
1 52 13 2482 1071764
1 52 14 2562 1037068
1 52 15 2447 1008091
1 52 16 2366 1010292
1 52 17 2444 1044076
1 52 18 2452 1043504
1 52 19 2386 1053202
1 52 20 2560 1100332
1 52 21 2585 1122050
1 52 22 2539 1142474
1 52 23 2546 1195014
1 52 24 2616 1263547
1 52 25 2867 1454086
1 52 26 2732 1385554
1 52 27 2718 1394515
1 52 28 2606 1370356
1 52 29 3221 1900702
1 52 30 3154 1815346
1 52 31 3078 1782490
1 52 32 3136 1850100
1 52 33 3160 1828566
1 52 34 3184 1888432
1 52 35 3348 1943785
1 52 36 3309 2005847
1 53 1 2759 1049095
1 53 2 2736 1087932
1 53 3 2935 1152729
1 53 4 3098 1133213
1 53 5 3024 1162843
1 53 6 3059 1140373
1 53 7 3117 1146038
1 53 8 3222 1158337
1 53 9 3175 1134199
1 53 10 3115 1127032
1 53 11 3093 1139123
1 53 12 3040 1110677
1 53 13 3016 1104563
1 53 14 2929 1079508
1 53 15 2774 1043501
1 53 16 2663 1013311
1 53 17 2681 1014850
1 53 18 2799 1048077
1 53 19 2734 1047136
1 53 20 2663 1050434
1 53 21 2737 1107326
1 53 22 2712 1127388
1 53 23 2738 1145529
1 53 24 2934 1194908
1 53 25 2957 1261025
1 53 26 3086 1447405
1 53 27 2983 1376890
1 53 28 2940 1382385
1 53 29 2856 1355175
1 53 30 3482 1733170
1 53 31 3401 1805722
1 53 32 3474 1772865
1 53 33 3392 1840305
1 53 34 3517 1833907
1 53 35 3486 1878472
1 53 36 3507 1933842
1 54 1 3047 1011693
1 54 2 3111 1034551
1 54 3 3103 1073426
1 54 4 3397 1138497
1 54 5 3454 1120060
1 54 6 3369 1149527
1 54 7 3386 1127439
1 54 8 3578 1134181
1 54 9 3569 1147016
1 54 10 3511 1124155
1 54 11 3548 1128386
1 54 12 3393 1141720
1 54 13 3274 1114944
1 54 14 3203 1110140
1 54 15 3146 1086126
1 54 16 3088 1050703
1 54 17 3053 1021390
1 54 18 3028 1024792
1 54 19 3059 1058974
1 54 20 2988 1059377
1 54 21 2936 1067394
1 54 22 3044 1126375
1 54 23 3020 1147863
1 54 24 3143 1166436
1 54 25 3121 1217620
1 54 26 3283 1285554
1 54 27 3438 1477342
1 54 28 3256 1406518
1 54 29 3274 1413117
1 54 30 3121 1517826
1 54 31 3956 1723366
1 54 32 3732 1795486
1 54 33 3828 1762713
1 54 34 3729 1830122
1 54 35 3717 1823429
1 54 36 3869 1868054
1 55 1 3349 998805
1 55 2 3519 995366
1 55 3 3386 1017679
1 55 4 3462 1056334
1 55 5 3641 1121442
1 55 6 3670 1102293
1 55 7 3875 1131316
1 55 8 3674 1109728
1 55 9 3754 1116365
1 55 10 3768 1119824
1 55 11 3949 1086201
1 55 12 3787 1090186
1 55 13 3778 1102796
1 55 14 3716 1076693
1 55 15 3630 1071566
1 55 16 3491 1047750
1 55 17 3457 1013289
1 55 18 3304 984664
1 55 19 3252 987533
1 55 20 3378 1043913
1 55 21 3278 1031271
1 55 22 3259 1041347
1 55 23 3368 1101921
1 55 24 3281 1124457
1 55 25 3303 1145113
1 55 26 3323 1197397
1 55 27 3490 1266768
1 55 28 3755 1457739
1 55 29 3687 1390616
1 55 30 3571 1380069
1 55 31 3493 1508444
1 55 32 4434 1712653
1 55 33 4177 1784785
1 55 34 4198 1752689
1 55 35 4126 1818547
1 55 36 4157 1811851
1 56 1 3734 996362
1 56 2 3779 983869
1 56 3 3680 980894
1 56 4 3765 1004156
1 56 5 3718 1044258
1 56 6 3966 1110195
1 56 7 3990 1091284
1 56 8 4055 1121799
1 56 9 3991 1101401
1 56 10 4271 1106424
1 56 11 4150 1106673
1 56 12 4096 1075581
1 56 13 4148 1082116
1 56 14 4249 1097101
1 56 15 4050 1073630
1 56 16 3974 1070368
1 56 17 3790 1048907
1 56 18 3799 1016288
1 56 19 3636 989356
1 56 20 3583 988286
1 56 21 3776 1053323
1 56 22 3552 1036079
1 56 23 3547 1042527
1 56 24 3602 1097867
1 56 25 3610 1116141
1 56 26 3493 1131560
1 56 27 3661 1178562
1 56 28 3810 1242062
1 56 29 4239 1423773
1 56 30 3925 1381141
1 56 31 3902 1369853
1 56 32 3820 1497586
1 56 33 4752 1701212
1 56 34 4435 1735091
1 56 35 4390 1739885
1 56 36 4451 1805661
1 57 1 4069 968525
1 57 2 4162 980711
1 57 3 4059 968657
1 57 4 3991 966524
1 57 5 4068 990878
1 57 6 4232 1031161
1 57 7 4393 1097108
1 57 8 4496 1079806
1 57 9 4526 1111053
1 57 10 4572 1098356
1 57 11 4661 1120293
1 57 12 4556 1119267
1 57 13 4622 1086512
1 57 14 4599 1091905
1 57 15 4534 1106049
1 57 16 4293 1081073
1 57 17 4366 1076715
1 57 18 4141 1054546
1 57 19 4056 1020543
1 57 20 3998 997261
1 57 21 3926 989852
1 57 22 4015 1053907
1 57 23 3973 1036370
1 57 24 3841 1041164
1 57 25 3924 1095559
1 57 26 3872 1112053
1 57 27 3882 1126878
1 57 28 4071 1172377
1 57 29 4080 1234061
1 57 30 4473 1355402
1 57 31 4258 1369797
1 57 32 4077 1358509
1 57 33 4121 1485924
1 57 34 5179 1818918
1 57 35 4999 1720948
1 57 36 4875 1726018
1 58 1 4328 941549
1 58 2 4377 949895
1 58 3 4345 961350
1 58 4 4485 948945
1 58 5 4343 946856
1 58 6 4425 970546
1 58 7 4423 1010201
1 58 8 4816 1076559
1 58 9 4821 1058112
1 58 10 4989 1084688
1 58 11 4793 1044415
1 58 12 4983 1062343
1 58 13 5076 1058599
1 58 14 5114 1024643
1 58 15 5016 1027066
1 58 16 4936 1037266
1 58 17 4787 1011343
1 58 18 4804 1004420
1 58 19 4644 980975
1 58 20 4564 938637
1 58 21 4295 933676
1 58 22 4196 933465
1 58 23 4354 1001169
1 58 24 4158 990542
1 58 25 4068 1002374
1 58 26 4252 1061705
1 58 27 4211 1085651
1 58 28 4177 1107535
1 58 29 4336 1160403
1 58 30 4349 1287435
1 58 31 4970 1342589
1 58 32 4742 1356829
1 58 33 4561 1345508
1 58 34 4557 1347955
1 58 35 5504 1803190
1 58 36 5457 1704377
1 59 1 4386 910284
1 59 2 4714 928453
1 59 3 4603 939178
1 59 4 4683 953628
1 59 5 4577 944319
1 59 6 4763 944683
1 59 7 4895 971123
1 59 8 4852 1014683
1 59 9 5134 1085067
1 59 10 5379 1068621
1 59 11 5342 1085913
1 59 12 5263 1051313
1 59 13 5390 1075317
1 59 14 5521 1077295
1 59 15 5413 1048483
1 59 16 5333 1056685
1 59 17 5475 1073670
1 59 18 5218 1053208
1 59 19 5267 1052169
1 59 20 4983 1038766
1 59 21 4902 990556
1 59 22 4653 979672
1 59 23 4594 973296
1 59 24 4688 1036190
1 59 25 4597 1019109
1 59 26 4605 1024694
1 59 27 4425 1078743
1 59 28 4558 1096259
1 59 29 4584 1110934
1 59 30 4639 1153166
1 59 31 4801 1274620
1 59 32 5360 1329067
1 59 33 5099 1343295
1 59 34 4860 1340630
1 59 35 4974 1334195
1 59 36 6028 1787927
1 60 1 4751 875491
1 60 2 4722 880448
1 60 3 5061 892288
1 60 4 5240 897373
1 60 5 5097 906129
1 60 6 5132 891513
1 60 7 5045 886044
1 60 8 5337 905800
1 60 9 5149 940496
1 60 10 5692 1021278
1 60 11 5766 1062928
1 60 12 5806 1075375
1 60 13 5802 1037117
1 60 14 5835 1056018
1 60 15 5987 1052845
1 60 16 5859 1020308
1 60 17 5810 1024275
1 60 18 5957 1035615
1 60 19 5553 1012013
1 60 20 5573 1014805
1 60 21 5349 1002482
1 60 22 5278 961582
1 60 23 5140 956758
1 60 24 5109 955879
1 60 25 4990 1023854
1 60 26 4819 1012770
1 60 27 4899 1024254
1 60 28 4829 1084697
1 60 29 4911 1107631
1 60 30 4912 1116370
1 60 31 5065 1140484
1 60 32 5376 1261254
1 60 33 5646 1315414
1 60 34 5351 1312487
1 60 35 5293 1326547
1 60 36 5278 1320071
1 61 1 5030 886880
1 61 2 5015 865567
1 61 3 5173 876908
1 61 4 5450 896311
1 61 5 5341 909091
1 61 6 5495 925398
1 61 7 5525 916932
1 61 8 5550 918861
1 61 9 5651 947455
1 61 10 5602 969148
1 61 11 5874 994121
1 61 12 6148 1035118
1 61 13 6071 1047506
1 61 14 6181 1009979
1 61 15 6198 1028611
1 61 16 6148 1025401
1 61 17 6225 993776
1 61 18 6200 997940
1 61 19 6174 1009834
1 61 20 5973 984198
1 61 21 6037 995315
1 61 22 5746 980913
1 61 23 5481 938089
1 61 24 5354 930176
1 61 25 5293 927256
1 61 26 5305 990162
1 61 27 5188 977054
1 61 28 5275 985378
1 61 29 5405 1040279
1 61 30 5090 1068406
1 61 31 5242 1102449
1 61 32 5401 1126111
1 61 33 5631 1246479
1 61 34 5958 1350834
1 61 35 5634 1296554
1 61 36 5478 1310939
1 62 1 5157 825184
1 62 2 5482 871486
1 62 3 5424 850010
1 62 4 5597 861881
1 62 5 5725 882401
1 62 6 5981 895572
1 62 7 5984 912479
1 62 8 5942 904679
1 62 9 6002 907038
1 62 10 6144 927024
1 62 11 5958 920673
1 62 12 6665 947893
1 62 13 6538 991340
1 62 14 6636 1007339
1 62 15 6846 975370
1 62 16 6743 997039
1 62 17 6980 998294
1 62 18 6637 971480
1 62 19 6671 980136
1 62 20 6772 999602
1 62 21 6464 974638
1 62 22 6409 987231
1 62 23 6268 974529
1 62 24 6105 932539
1 62 25 5698 926390
1 62 26 5810 924530
1 62 27 5759 988973
1 62 28 5648 977483
1 62 29 5503 986961
1 62 30 5529 1039562
1 62 31 5604 1053324
1 62 32 5666 1086939
1 62 33 5870 1110469
1 62 34 6046 1183212
1 62 35 6561 1333146
1 62 36 6102 1278574
1 63 1 5422 797520
1 63 2 5638 812424
1 63 3 5717 859139
1 63 4 5820 837780
1 63 5 5830 850030
1 63 6 5990 870859
1 63 7 6364 884269
1 63 8 6323 901900
1 63 9 6300 893952
1 63 10 6284 900452
1 63 11 6466 928482
1 63 12 6458 922297
